==60546== NVPROF is profiling process 60546, command: python train.py --img 416 --batch 4 --epochs 20 --data bccd.yaml --weights yolov3-tiny.pt
Using torch 1.7.0 CUDA:0 (Tesla P40, 22919MB)

Namespace(adam=False, batch_size=4, bucket='', cache_images=False, cfg='', data='./data/bccd.yaml', device='', epochs=20, evolve=False, exist_ok=False, global_rank=-1, hyp='data/hyp.scratch.yaml', image_weights=False, img_size=[416, 416], local_rank=-1, log_imgs=16, multi_scale=False, name='exp', noautoanchor=False, nosave=False, notest=False, project='runs/train', rect=False, resume=False, save_dir='runs/train/exp29', single_cls=False, sync_bn=False, total_batch_size=4, weights='yolov3-tiny.pt', workers=8, world_size=1)
Start Tensorboard with "tensorboard --logdir runs/train", view at http://localhost:6006/
Hyperparameters {'lr0': 0.01, 'lrf': 0.2, 'momentum': 0.937, 'weight_decay': 0.0005, 'warmup_epochs': 3.0, 'warmup_momentum': 0.8, 'warmup_bias_lr': 0.1, 'box': 0.05, 'cls': 0.5, 'cls_pw': 1.0, 'obj': 1.0, 'obj_pw': 1.0, 'iou_t': 0.2, 'anchor_t': 4.0, 'fl_gamma': 0.0, 'hsv_h': 0.015, 'hsv_s': 0.7, 'hsv_v': 0.4, 'degrees': 0.0, 'translate': 0.1, 'scale': 0.5, 'shear': 0.0, 'perspective': 0.0, 'flipud': 0.0, 'fliplr': 0.5, 'mosaic': 1.0, 'mixup': 0.0}
Overriding model.yaml nc=80 with nc=3

                 from  n    params  module                                  arguments                     
  0                -1  1       464  models.common.Conv                      [3, 16, 3, 1]                 
  1                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
  2                -1  1      4672  models.common.Conv                      [16, 32, 3, 1]                
  3                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
  4                -1  1     18560  models.common.Conv                      [32, 64, 3, 1]                
  5                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
  6                -1  1     73984  models.common.Conv                      [64, 128, 3, 1]               
  7                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
  8                -1  1    295424  models.common.Conv                      [128, 256, 3, 1]              
  9                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
 10                -1  1   1180672  models.common.Conv                      [256, 512, 3, 1]              
 11                -1  1         0  torch.nn.modules.padding.ZeroPad2d      [[0, 1, 0, 1]]                
 12                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 1, 0]                     
 13                -1  1   4720640  models.common.Conv                      [512, 1024, 3, 1]             
 14                -1  1    262656  models.common.Conv                      [1024, 256, 1, 1]             
 15                -1  1   1180672  models.common.Conv                      [256, 512, 3, 1]              
 16                -2  1     33024  models.common.Conv                      [256, 128, 1, 1]              
 17                -1  1         0  torch.nn.modules.upsampling.Upsample    [None, 2, 'nearest']          
 18           [-1, 8]  1         0  models.common.Concat                    [1]                           
 19                -1  1    885248  models.common.Conv                      [384, 256, 3, 1]              
 20          [19, 15]  1     18480  models.yolo.Detect                      [3, [[10, 14, 23, 27, 37, 58], [81, 82, 135, 169, 344, 319]], [256, 512]]
Model Summary: 59 layers, 8674496 parameters, 8674496 gradients

Transferred 68/72 items from yolov3-tiny.pt
Optimizer groups: 13 .bias, 13 conv.weight, 11 other

Scanning 'BCCD/labels/train.cache' for images and labels... 255 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 255/255 [00:00<?, ?it/s]

Scanning 'BCCD/labels/valid.cache' for images and labels... 73 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 73/73 [00:00<?, ?it/s][A
Scanning 'BCCD/labels/valid.cache' for images and labels... 73 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 73/73 [00:00<?, ?it/s]

Scanning 'BCCD/labels/train.cache' for images and labels... 255 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 255/255 [00:01<?, ?it/s]
Image sizes 416 train, 416 test
Using 4 dataloader workers
Logging results to runs/train/exp29
Starting training for 20 epochs...

     Epoch   gpu_mem       box       obj       cls     total   targets  img_size

  0%|          | 0/64 [00:00<?, ?it/s]
      0/19    0.587G     0.115    0.2764   0.03565     0.427        73       416:   0%|          | 0/64 [00:00<?, ?it/s]
      0/19    0.587G     0.115    0.2764   0.03565     0.427        73       416:   2%|▏         | 1/64 [00:00<00:45,  1.38it/s]
      0/19    0.593G     0.114    0.3136   0.03585    0.4634        92       416:   2%|▏         | 1/64 [00:00<00:45,  1.38it/s]
      0/19    0.593G     0.114    0.3136   0.03585    0.4634        92       416:   3%|▎         | 2/64 [00:00<00:36,  1.71it/s]
      0/19    0.593G    0.1142    0.3514   0.03567    0.5013       129       416:   3%|▎         | 2/64 [00:01<00:36,  1.71it/s]
      0/19    0.593G    0.1142    0.3514   0.03567    0.5013       129       416:   5%|▍         | 3/64 [00:01<00:29,  2.08it/s]
      0/19    0.593G    0.1135    0.3691   0.03572    0.5183       115       416:   5%|▍         | 3/64 [00:01<00:29,  2.08it/s]
      0/19    0.593G    0.1135    0.3691   0.03572    0.5183       115       416:   6%|▋         | 4/64 [00:01<00:23,  2.52it/s]
      0/19    0.593G    0.1136    0.3548   0.03559    0.5039        83       416:   6%|▋         | 4/64 [00:01<00:23,  2.52it/s]
      0/19    0.593G    0.1136    0.3548   0.03559    0.5039        83       416:   8%|▊         | 5/64 [00:01<00:19,  3.09it/s]
      0/19    0.593G    0.1137    0.3655   0.03561    0.5149       128       416:   8%|▊         | 5/64 [00:01<00:19,  3.09it/s]
      0/19    0.593G    0.1137    0.3655   0.03561    0.5149       128       416:   9%|▉         | 6/64 [00:01<00:16,  3.54it/s]
      0/19    0.593G    0.1137    0.3586   0.03563    0.5079        89       416:   9%|▉         | 6/64 [00:01<00:16,  3.54it/s]
      0/19    0.593G    0.1137    0.3586   0.03563    0.5079        89       416:  11%|█         | 7/64 [00:01<00:14,  4.06it/s]
      0/19    0.593G    0.1137    0.3572   0.03567    0.5066       100       416:  11%|█         | 7/64 [00:02<00:14,  4.06it/s]
      0/19    0.593G    0.1137    0.3572   0.03567    0.5066       100       416:  12%|█▎        | 8/64 [00:02<00:12,  4.45it/s]
      0/19    0.593G    0.1136    0.3451   0.03561    0.4943        61       416:  12%|█▎        | 8/64 [00:02<00:12,  4.45it/s]
      0/19    0.593G    0.1136    0.3451   0.03561    0.4943        61       416:  14%|█▍        | 9/64 [00:02<00:11,  4.74it/s]
      0/19    0.593G    0.1135    0.3436   0.03556    0.4927        89       416:  14%|█▍        | 9/64 [00:02<00:11,  4.74it/s]
      0/19    0.593G    0.1135    0.3436   0.03556    0.4927        89       416:  16%|█▌        | 10/64 [00:02<00:10,  4.97it/s]
      0/19    0.593G    0.1134    0.3468    0.0356    0.4959       106       416:  16%|█▌        | 10/64 [00:02<00:10,  4.97it/s]
      0/19    0.593G    0.1134    0.3468    0.0356    0.4959       106       416:  17%|█▋        | 11/64 [00:02<00:10,  5.19it/s]
      0/19    0.593G    0.1133    0.3424   0.03547    0.4912        79       416:  17%|█▋        | 11/64 [00:02<00:10,  5.19it/s]
      0/19    0.593G    0.1133    0.3424   0.03547    0.4912        79       416:  19%|█▉        | 12/64 [00:02<00:09,  5.36it/s]
      0/19    0.593G    0.1133    0.3401   0.03545    0.4888        83       416:  19%|█▉        | 12/64 [00:03<00:09,  5.36it/s]
      0/19    0.593G    0.1133    0.3401   0.03545    0.4888        83       416:  20%|██        | 13/64 [00:03<00:09,  5.23it/s]
      0/19    0.593G    0.1135    0.3366   0.03544    0.4856        83       416:  20%|██        | 13/64 [00:03<00:09,  5.23it/s]
      0/19    0.593G    0.1135    0.3366   0.03544    0.4856        83       416:  22%|██▏       | 14/64 [00:03<00:09,  5.43it/s]
      0/19    0.593G    0.1137    0.3381   0.03543    0.4872       107       416:  22%|██▏       | 14/64 [00:03<00:09,  5.43it/s]
      0/19    0.593G    0.1137    0.3381   0.03543    0.4872       107       416:  23%|██▎       | 15/64 [00:03<00:08,  5.54it/s]
      0/19    0.593G    0.1135    0.3299   0.03539    0.4788        47       416:  23%|██▎       | 15/64 [00:03<00:08,  5.54it/s]
      0/19    0.593G    0.1135    0.3299   0.03539    0.4788        47       416:  25%|██▌       | 16/64 [00:03<00:08,  5.69it/s]
      0/19    0.593G    0.1134    0.3359   0.03534    0.4846       117       416:  25%|██▌       | 16/64 [00:03<00:08,  5.69it/s]
      0/19    0.593G    0.1134    0.3359   0.03534    0.4846       117       416:  27%|██▋       | 17/64 [00:03<00:08,  5.72it/s]
      0/19    0.593G    0.1133    0.3321   0.03532    0.4807        66       416:  27%|██▋       | 17/64 [00:03<00:08,  5.72it/s]
      0/19    0.593G    0.1133    0.3321   0.03532    0.4807        66       416:  28%|██▊       | 18/64 [00:03<00:07,  5.76it/s]
      0/19    0.593G    0.1132    0.3301   0.03528    0.4786        77       416:  28%|██▊       | 18/64 [00:04<00:07,  5.76it/s]
      0/19    0.593G    0.1132    0.3301   0.03528    0.4786        77       416:  30%|██▉       | 19/64 [00:04<00:07,  5.70it/s]
      0/19    0.593G    0.1131    0.3334   0.03525    0.4818       106       416:  30%|██▉       | 19/64 [00:04<00:07,  5.70it/s]
      0/19    0.593G    0.1131    0.3334   0.03525    0.4818       106       416:  31%|███▏      | 20/64 [00:04<00:07,  5.72it/s]
      0/19    0.593G     0.113    0.3364   0.03523    0.4846        98       416:  31%|███▏      | 20/64 [00:04<00:07,  5.72it/s]
      0/19    0.593G     0.113    0.3364   0.03523    0.4846        98       416:  33%|███▎      | 21/64 [00:04<00:07,  5.72it/s]
      0/19    0.593G    0.1128    0.3324   0.03526    0.4805        58       416:  33%|███▎      | 21/64 [00:04<00:07,  5.72it/s]
      0/19    0.593G    0.1128    0.3324   0.03526    0.4805        58       416:  34%|███▍      | 22/64 [00:04<00:07,  5.78it/s]
      0/19    0.593G    0.1075    0.3425   0.03398    0.4839        61       416:  94%|█████████▍| 60/64 [00:10<00:00,  6.67it/s]
      0/19    0.593G    0.1073    0.3428   0.03394     0.484        78       416:  94%|█████████▍| 60/64 [00:10<00:00,  6.67it/s]
      0/19    0.593G    0.1073    0.3428   0.03394     0.484        78       416:  95%|█████████▌| 61/64 [00:10<00:00,  6.22it/s]
      0/19    0.593G    0.1071    0.3423   0.03387    0.4833        62       416:  95%|█████████▌| 61/64 [00:11<00:00,  6.22it/s]
      0/19    0.593G    0.1071    0.3423   0.03387    0.4833        62       416:  97%|█████████▋| 62/64 [00:11<00:00,  5.77it/s]
      0/19    0.593G    0.1069     0.344   0.03382    0.4847        95       416:  97%|█████████▋| 62/64 [00:11<00:00,  5.77it/s]
      0/19    0.593G    0.1069     0.344   0.03382    0.4847        95       416:  98%|█████████▊| 63/64 [00:11<00:00,  6.12it/s]
      0/19    0.568G    0.1067    0.3455   0.03378     0.486        72       416:  98%|█████████▊| 63/64 [00:11<00:00,  6.12it/s]
      0/19    0.568G    0.1067    0.3455   0.03378     0.486        72       416: 100%|██████████| 64/64 [00:11<00:00,  3.41it/s]
      0/19    0.568G    0.1067    0.3455   0.03378     0.486        72       416: 100%|██████████| 64/64 [00:11<00:00,  5.36it/s]

               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:   0%|          | 0/19 [00:00<?, ?it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:   5%|▌         | 1/19 [00:00<00:03,  5.58it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  11%|█         | 2/19 [00:00<00:02,  5.67it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  16%|█▌        | 3/19 [00:00<00:02,  5.99it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  21%|██        | 4/19 [00:00<00:02,  5.87it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  26%|██▋       | 5/19 [00:00<00:02,  5.91it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  32%|███▏      | 6/19 [00:01<00:02,  5.48it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  37%|███▋      | 7/19 [00:01<00:02,  5.74it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  47%|████▋     | 9/19 [00:01<00:01,  6.71it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  58%|█████▊    | 11/19 [00:01<00:01,  7.75it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  68%|██████▊   | 13/19 [00:01<00:00,  8.53it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  79%|███████▉  | 15/19 [00:01<00:00,  9.17it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  89%|████████▉ | 17/19 [00:02<00:00,  9.82it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95: 100%|██████████| 19/19 [00:02<00:00,  8.51it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95: 100%|██████████| 19/19 [00:02<00:00,  7.95it/s]

     Epoch   gpu_mem       box       obj       cls     total   targets  img_size

  0%|          | 0/64 [00:00<?, ?it/s]
      1/19    0.554G   0.09354    0.5122   0.03056    0.6363       106       416:   0%|          | 0/64 [00:00<?, ?it/s]
      1/19    0.554G   0.09354    0.5122   0.03056    0.6363       106       416:   2%|▏         | 1/64 [00:00<00:08,  7.64it/s]
      1/19    0.554G   0.09403    0.4176   0.03031    0.5419        65       416:   2%|▏         | 1/64 [00:00<00:08,  7.64it/s]
      1/19    0.554G   0.09566    0.3871   0.03084    0.5136        73       416:   2%|▏         | 1/64 [00:00<00:08,  7.64it/s]
      1/19    0.554G   0.09566    0.3871   0.03084    0.5136        73       416:   5%|▍         | 3/64 [00:00<00:07,  7.83it/s]
      1/19    0.554G   0.09543    0.3699   0.03058    0.4959        62       416:   5%|▍         | 3/64 [00:00<00:07,  7.83it/s]
      1/19    0.554G   0.09697    0.3705   0.03059     0.498        91       416:   5%|▍         | 3/64 [00:00<00:07,  7.83it/s]
      1/19    0.554G   0.09697    0.3705   0.03059     0.498        91       416:   8%|▊         | 5/64 [00:00<00:07,  8.02it/s]
      1/19    0.554G   0.09594    0.3771   0.03035    0.5034        82       416:   8%|▊         | 5/64 [00:00<00:07,  8.02it/s]
      1/19    0.554G   0.09594    0.3771   0.03035    0.5034        82       416:   9%|▉         | 6/64 [00:00<00:06,  8.50it/s]
      1/19    0.554G   0.09654    0.3591   0.03034     0.486        55       416:   9%|▉         | 6/64 [00:00<00:06,  8.50it/s]
      1/19    0.554G   0.09654    0.3591   0.03034     0.486        55       416:  11%|█         | 7/64 [00:00<00:07,  8.12it/s]
      1/19    0.554G    0.0961    0.3654   0.03034    0.4918        88       416:  11%|█         | 7/64 [00:00<00:07,  8.12it/s]
      1/19    0.554G    0.0961    0.3654   0.03034    0.4918        88       416:  12%|█▎        | 8/64 [00:00<00:06,  8.60it/s]
      1/19    0.554G   0.09603    0.3704   0.03043    0.4969        87       416:  12%|█▎        | 8/64 [00:01<00:06,  8.60it/s]
      1/19    0.554G   0.09603    0.3704   0.03043    0.4969        87       416:  14%|█▍        | 9/64 [00:01<00:06,  8.17it/s]
      1/19    0.554G   0.09614    0.3666    0.0304    0.4932        72       416:  14%|█▍        | 9/64 [00:01<00:06,  8.17it/s]
      1/19    0.554G   0.09568    0.3663    0.0302    0.4922        71       416:  14%|█▍        | 9/64 [00:01<00:06,  8.17it/s]
      1/19    0.554G   0.09568    0.3663    0.0302    0.4922        71       416:  17%|█▋        | 11/64 [00:01<00:06,  8.28it/s]
      1/19    0.554G   0.09557    0.3669   0.03026    0.4928        82       416:  17%|█▋        | 11/64 [00:01<00:06,  8.28it/s]
      1/19    0.554G   0.09531     0.358   0.03018    0.4835        48       416:  17%|█▋        | 11/64 [00:01<00:06,  8.28it/s]
      1/19    0.554G   0.09531     0.358   0.03018    0.4835        48       416:  20%|██        | 13/64 [00:01<00:06,  8.40it/s]
      1/19    0.554G   0.09562    0.3663   0.03015    0.4921       108       416:  20%|██        | 13/64 [00:01<00:06,  8.40it/s]
      1/19    0.554G   0.09562    0.3663   0.03015    0.4921       108       416:  22%|██▏       | 14/64 [00:01<00:05,  8.81it/s]
      1/19    0.554G   0.09531    0.3618   0.03013    0.4872        56       416:  22%|██▏       | 14/64 [00:01<00:05,  8.81it/s]
      1/19    0.554G   0.09531    0.3618   0.03013    0.4872        56       416:  23%|██▎       | 15/64 [00:01<00:05,  8.35it/s]
      1/19    0.554G   0.09571    0.3768   0.03009    0.5026       145       416:  23%|██▎       | 15/64 [00:01<00:05,  8.35it/s]
      1/19    0.554G   0.09575    0.3852   0.03005     0.511       115       416:  23%|██▎       | 15/64 [00:02<00:05,  8.35it/s]
      1/19    0.554G   0.09575    0.3852   0.03005     0.511       115       416:  27%|██▋       | 17/64 [00:02<00:05,  8.40it/s]
      1/19    0.554G   0.09574    0.3853   0.03005    0.5111        85       416:  27%|██▋       | 17/64 [00:02<00:05,  8.40it/s]
      1/19    0.554G   0.09571    0.3886      0.03    0.5143       105       416:  27%|██▋       | 17/64 [00:02<00:05,  8.40it/s]
      1/19    0.554G   0.09571    0.3886      0.03    0.5143       105       416:  30%|██▉       | 19/64 [00:02<00:05,  8.45it/s]
      1/19    0.554G   0.09567    0.3869   0.02992    0.5125        79       416:  30%|██▉       | 19/64 [00:02<00:05,  8.45it/s]
      1/19    0.554G   0.09544    0.3885    0.0299    0.5139        87       416:  30%|██▉       | 19/64 [00:02<00:05,  8.45it/s]
      1/19    0.554G   0.09544    0.3885    0.0299    0.5139        87       416:  33%|███▎      | 21/64 [00:02<00:05,  8.53it/s]
      1/19    0.554G   0.09536    0.3847   0.02988    0.5099        63       416:  33%|███▎      | 21/64 [00:02<00:05,  8.53it/s]
      1/19    0.554G   0.09559    0.3813   0.02996    0.5069        70       416:  33%|███▎      | 21/64 [00:02<00:05,  8.53it/s]
      1/19    0.554G   0.09559    0.3813   0.02996    0.5069        70       416:  36%|███▌      | 23/64 [00:02<00:04,  8.59it/s]
      1/19    0.554G   0.09577    0.3818   0.02997    0.5076        98       416:  36%|███▌      | 23/64 [00:02<00:04,  8.59it/s]
      1/19    0.554G   0.09557     0.387   0.02993    0.5125       116       416:  36%|███▌      | 23/64 [00:02<00:04,  8.59it/s]
      1/19    0.554G   0.09557     0.387   0.02993    0.5125       116       416:  39%|███▉      | 25/64 [00:02<00:04,  8.52it/s]
      1/19    0.554G   0.09533    0.3883   0.02983    0.5135        91       416:  39%|███▉      | 25/64 [00:03<00:04,  8.52it/s]
      1/19    0.554G   0.09519    0.3902   0.02974    0.5152       101       416:  39%|███▉      | 25/64 [00:03<00:04,  8.52it/s]
      1/19    0.554G   0.09519    0.3902   0.02974    0.5152       101       416:  42%|████▏     | 27/64 [00:03<00:04,  8.51it/s]
      1/19    0.554G   0.09507    0.3929    0.0297    0.5177       106       416:  42%|████▏     | 27/64 [00:03<00:04,  8.51it/s]
      1/19    0.554G   0.09512    0.3928   0.02962    0.5176        94       416:  42%|████▏     | 27/64 [00:03<00:04,  8.51it/s]
      1/19    0.554G   0.09512    0.3928   0.02962    0.5176        94       416:  45%|████▌     | 29/64 [00:03<00:04,  8.54it/s]
      1/19    0.554G   0.09496     0.392   0.02961    0.5165        78       416:  45%|████▌     | 29/64 [00:03<00:04,  8.54it/s]
      1/19    0.554G   0.09472    0.3902   0.02951    0.5144        69       416:  45%|████▌     | 29/64 [00:03<00:04,  8.54it/s]
      1/19    0.554G   0.09472    0.3902   0.02951    0.5144        69       416:  48%|████▊     | 31/64 [00:03<00:03,  8.54it/s]
      1/19    0.554G   0.09468    0.3846   0.02951    0.5088        42       416:  48%|████▊     | 31/64 [00:03<00:03,  8.54it/s]
      1/19    0.554G   0.09465    0.3818    0.0295     0.506        62       416:  48%|████▊     | 31/64 [00:03<00:03,  8.54it/s]
      1/19    0.554G   0.09465    0.3818    0.0295     0.506        62       416:  52%|█████▏    | 33/64 [00:03<00:03,  8.54it/s]
      1/19    0.554G   0.09451     0.384   0.02946     0.508        99       416:  52%|█████▏    | 33/64 [00:03<00:03,  8.54it/s]
      1/19    0.554G   0.09441    0.3815   0.02944    0.5053        63       416:  52%|█████▏    | 33/64 [00:04<00:03,  8.54it/s]
      1/19    0.554G   0.09441    0.3815   0.02944    0.5053        63       416:  55%|█████▍    | 35/64 [00:04<00:03,  8.55it/s]
      1/19    0.554G   0.09433    0.3783   0.02938     0.502        53       416:  55%|█████▍    | 35/64 [00:04<00:03,  8.55it/s]
      1/19    0.554G   0.09434    0.3814   0.02934    0.5051       118       416:  55%|█████▍    | 35/64 [00:04<00:03,  8.55it/s]
      1/19    0.554G   0.09434    0.3814   0.02934    0.5051       118       416:  58%|█████▊    | 37/64 [00:04<00:03,  8.61it/s]
      1/19    0.554G   0.09432    0.3815   0.02927    0.5051        94       416:  58%|█████▊    | 37/64 [00:04<00:03,  8.61it/s]
      1/19    0.554G   0.09432    0.3815   0.02927    0.5051        94       416:  59%|█████▉    | 38/64 [00:04<00:02,  8.73it/s]
      1/19    0.554G    0.0943    0.3811   0.02922    0.5046        85       416:  59%|█████▉    | 38/64 [00:04<00:02,  8.73it/s]
      1/19    0.554G    0.0943    0.3811   0.02922    0.5046        85       416:  61%|██████    | 39/64 [00:04<00:03,  8.07it/s]
      1/19    0.554G   0.09425    0.3768   0.02915    0.5002        40       416:  61%|██████    | 39/64 [00:04<00:03,  8.07it/s]
      1/19    0.554G   0.09421    0.3765   0.02909    0.4998        84       416:  61%|██████    | 39/64 [00:04<00:03,  8.07it/s]
      1/19    0.554G   0.09421    0.3765   0.02909    0.4998        84       416:  64%|██████▍   | 41/64 [00:04<00:02,  8.44it/s]
      1/19    0.554G   0.09416    0.3765   0.02908    0.4998        82       416:  64%|██████▍   | 41/64 [00:04<00:02,  8.44it/s]
      1/19    0.554G   0.09416    0.3765   0.02908    0.4998        82       416:  66%|██████▌   | 42/64 [00:04<00:02,  8.02it/s]
      1/19    0.554G   0.09401    0.3745   0.02901    0.4975        59       416:  66%|██████▌   | 42/64 [00:05<00:02,  8.02it/s]
      1/19    0.554G   0.09401    0.3745   0.02901    0.4975        59       416:  67%|██████▋   | 43/64 [00:05<00:02,  8.48it/s]
      1/19    0.554G   0.09384    0.3725    0.0289    0.4952        61       416:  67%|██████▋   | 43/64 [00:05<00:02,  8.48it/s]
      1/19    0.554G   0.09384    0.3725    0.0289    0.4952        61       416:  69%|██████▉   | 44/64 [00:05<00:02,  8.73it/s]
      1/19    0.554G   0.09369    0.3705   0.02882     0.493        58       416:  69%|██████▉   | 44/64 [00:05<00:02,  8.73it/s]
      1/19    0.554G   0.09369    0.3705   0.02882     0.493        58       416:  70%|███████   | 45/64 [00:05<00:02,  8.24it/s]
      1/19    0.554G   0.09373    0.3715   0.02875     0.494       103       416:  70%|███████   | 45/64 [00:05<00:02,  8.24it/s]
      1/19    0.554G   0.09349    0.3698   0.02867     0.492        61       416:  70%|███████   | 45/64 [00:05<00:02,  8.24it/s]
      1/19    0.554G   0.09349    0.3698   0.02867     0.492        61       416:  73%|███████▎  | 47/64 [00:05<00:01,  8.64it/s]
      1/19    0.554G   0.09338    0.3682   0.02862    0.4902        62       416:  73%|███████▎  | 47/64 [00:05<00:01,  8.64it/s]
      1/19    0.554G   0.09338    0.3682   0.02862    0.4902        62       416:  75%|███████▌  | 48/64 [00:05<00:01,  8.11it/s]
      1/19    0.554G    0.0933    0.3691   0.02856    0.4909        98       416:  75%|███████▌  | 48/64 [00:05<00:01,  8.11it/s]
      1/19    0.554G   0.09317     0.368   0.02853    0.4897        63       416:  75%|███████▌  | 48/64 [00:05<00:01,  8.11it/s]
      1/19    0.554G   0.09317     0.368   0.02853    0.4897        63       416:  78%|███████▊  | 50/64 [00:05<00:01,  8.60it/s]
      1/19    0.554G   0.09298     0.367   0.02846    0.4885        64       416:  78%|███████▊  | 50/64 [00:05<00:01,  8.60it/s]
      1/19    0.554G   0.09298     0.367   0.02846    0.4885        64       416:  80%|███████▉  | 51/64 [00:05<00:01,  8.09it/s]
      1/19    0.554G   0.09304     0.367   0.02842    0.4885        95       416:  80%|███████▉  | 51/64 [00:06<00:01,  8.09it/s]
      1/19    0.554G   0.09304     0.367   0.02842    0.4885        95       416:  81%|████████▏ | 52/64 [00:06<00:01,  8.56it/s]
      1/19    0.554G   0.09305    0.3699   0.02839    0.4913       129       416:  81%|████████▏ | 52/64 [00:06<00:01,  8.56it/s]
      1/19    0.554G   0.09305    0.3699   0.02839    0.4913       129       416:  83%|████████▎ | 53/64 [00:06<00:01,  8.69it/s]
      1/19    0.554G   0.09284    0.3677   0.02833    0.4889        46       416:  83%|████████▎ | 53/64 [00:06<00:01,  8.69it/s]
      1/19    0.554G   0.09284    0.3677   0.02833    0.4889        46       416:  84%|████████▍ | 54/64 [00:06<00:01,  8.16it/s]
      1/19    0.554G   0.09277    0.3671    0.0283    0.4882        72       416:  84%|████████▍ | 54/64 [00:06<00:01,  8.16it/s]
      1/19    0.554G   0.09258    0.3656   0.02821    0.4864        62       416:  84%|████████▍ | 54/64 [00:06<00:01,  8.16it/s]
      1/19    0.554G   0.09258    0.3656   0.02821    0.4864        62       416:  88%|████████▊ | 56/64 [00:06<00:00,  8.58it/s]
      1/19    0.554G   0.09251    0.3668   0.02817    0.4875       103       416:  88%|████████▊ | 56/64 [00:06<00:00,  8.58it/s]
      1/19    0.554G   0.09251    0.3668   0.02817    0.4875       103       416:  89%|████████▉ | 57/64 [00:06<00:00,  8.38it/s]
      1/19    0.554G   0.09232    0.3657   0.02811    0.4862        62       416:  89%|████████▉ | 57/64 [00:06<00:00,  8.38it/s]
      1/19    0.554G   0.09217    0.3638   0.02803     0.484        52       416:  89%|████████▉ | 57/64 [00:06<00:00,  8.38it/s]
      1/19    0.554G   0.09217    0.3638   0.02803     0.484        52       416:  92%|█████████▏| 59/64 [00:06<00:00,  8.82it/s]
      1/19    0.554G   0.09212    0.3653   0.02797    0.4854       107       416:  92%|█████████▏| 59/64 [00:07<00:00,  8.82it/s]
      1/19    0.554G   0.09212    0.3653   0.02797    0.4854       107       416:  94%|█████████▍| 60/64 [00:07<00:00,  8.16it/s]
      1/19    0.554G   0.09211     0.364   0.02791    0.4841        69       416:  94%|█████████▍| 60/64 [00:07<00:00,  8.16it/s]
      1/19    0.554G   0.09211    0.3656   0.02784    0.4856       123       416:  94%|█████████▍| 60/64 [00:07<00:00,  8.16it/s]
      1/19    0.554G   0.09211    0.3656   0.02784    0.4856       123       416:  97%|█████████▋| 62/64 [00:07<00:00,  8.53it/s]
      1/19    0.554G   0.09209    0.3657   0.02778    0.4855       100       416:  97%|█████████▋| 62/64 [00:07<00:00,  8.53it/s]
      1/19    0.554G   0.09209    0.3657   0.02778    0.4855       100       416:  98%|█████████▊| 63/64 [00:07<00:00,  7.94it/s]
      1/19     0.56G    0.0919    0.3644   0.02777    0.4841        40       416:  98%|█████████▊| 63/64 [00:07<00:00,  7.94it/s]
      1/19     0.56G    0.0919    0.3644   0.02777    0.4841        40       416: 100%|██████████| 64/64 [00:07<00:00,  8.40it/s]
      1/19     0.56G    0.0919    0.3644   0.02777    0.4841        40       416: 100%|██████████| 64/64 [00:07<00:00,  8.57it/s]

               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:   0%|          | 0/19 [00:00<?, ?it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:   5%|▌         | 1/19 [00:00<00:01,  9.74it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  16%|█▌        | 3/19 [00:00<00:01, 10.12it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  26%|██▋       | 5/19 [00:00<00:01, 10.19it/s]
